"COD_RIP","COD_REG","COD_PROV","COD_CM","COD_UTS","PRO_COM","PRO_COM_T","COMUNE","COMUNE_A","CC_UTS","SHAPE_LEN","COMUNE_u","COD_COM_6d","COD_REG20","COD_REG21","NOME_NUTS2","DEN_REG","NUTS2","DEN_RIP","COD_REGIONE","reg_file","new_code"
1,1,1,201,201,1077,"001077","Chiaverano",NA,0,18164.2366212,"CHIAVERANO","001077","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001077"
1,1,1,201,201,1079,"001079","Chiesanuova",NA,0,10777.3188139,"CHIESANUOVA","001079","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001079"
1,1,1,201,201,1089,"001089","Coazze",NA,0,41591.1220924,"COAZZE","001089","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001089"
1,1,1,201,201,1006,"001006","Almese",NA,0,17058.4390367,"ALMESE","001006","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001006"
1,1,1,201,201,1007,"001007","Alpette",NA,0,9795.56226876,"ALPETTE","001007","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001007"
1,1,1,201,201,1039,"001039","Brusasco",NA,0,22957.40117,"BRUSASCO","001039","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001039"
1,1,1,201,201,1083,"001083","Ciconio",NA,0,9304.12839505,"CICONIO","001083","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001083"
1,1,1,201,201,1062,"001062","Caselette",NA,0,19336.1816116,"CASELETTE","001062","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001062"
1,1,1,201,201,1082,"001082","Chivasso",NA,0,34047.2968159,"CHIVASSO","001082","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001082"
1,1,1,201,201,1008,"001008","Alpignano",NA,0,17986.5594925,"ALPIGNANO","001008","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001008"
1,1,1,201,201,1009,"001009","Andezeno",NA,0,13092.6490391,"ANDEZENO","001009","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001009"
1,1,1,201,201,1020,"001020","Banchette",NA,0,13861.1816419,"BANCHETTE","001020","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001020"
1,1,1,201,201,1043,"001043","Busano",NA,0,14570.1635388,"BUSANO","001043","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001043"
1,1,1,201,201,1027,"001027","Bollengo",NA,0,19885.2342282,"BOLLENGO","001027","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001027"
1,1,1,201,201,1064,"001064","Castagneto Po",NA,0,16581.4015436,"CASTAGNETO PO","001064","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001064"
1,1,1,201,201,1066,"001066","Castellamonte",NA,0,56627.1973886,"CASTELLAMONTE","001066","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001066"
1,1,1,201,201,1084,"001084","Cintano",NA,0,27864.6831532,"CINTANO","001084","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001084"
1,1,1,201,201,1021,"001021","Barbania",NA,0,16482.9387319,"BARBANIA","001021","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001021"
1,1,1,201,201,1023,"001023","Barone Canavese",NA,0,14980.8797229,"BARONE CANAVESE","001023","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001023"
1,1,1,201,201,1024,"001024","Beinasco",NA,0,18927.6619434,"BEINASCO","001024","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001024"
1,1,1,201,201,1026,"001026","Bobbio Pellice",NA,0,45762.2109278,"BOBBIO PELLICE","001026","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001026"
1,1,1,201,201,1029,"001029","Borgiallo",NA,0,17888.1313995,"BORGIALLO","001029","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001029"
1,1,1,201,201,1085,"001085","Cinzano",NA,0,12240.4410165,"CINZANO","001085","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001085"
1,1,1,201,201,1086,"001086","Ciriè",NA,0,19572.5935614,"CIRIÈ","001086","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001086"
1,1,1,201,201,1087,"001087","Claviere",NA,0,11393.4850563,"CLAVIERE","001087","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001087"
1,1,1,201,201,1022,"001022","Bardonecchia",NA,0,60523.0351105,"BARDONECCHIA","001022","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001022"
1,1,1,201,201,1011,"001011","Angrogna",NA,0,35444.0927484,"ANGROGNA","001011","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001011"
1,1,1,201,201,1012,"001012","Arignano",NA,0,14096.550124,"ARIGNANO","001012","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001012"
1,1,1,201,201,1117,"001117","Gravere",NA,0,22356.3077832,"GRAVERE","001117","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001117"
1,1,1,201,201,1204,"001204","Pramollo",NA,0,19743.956297,"PRAMOLLO","001204","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001204"
1,1,1,201,201,1205,"001205","Prarostino",NA,0,16885.2765289,"PRAROSTINO","001205","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001205"
1,1,1,201,201,1139,"001139","Luserna San Giovanni",NA,0,31182.577534,"LUSERNA SAN GIOVANNI","001139","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001139"
1,1,1,201,201,1163,"001163","Moriondo Torinese",NA,0,14752.100369,"MORIONDO TORINESE","001163","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001163"
1,1,1,201,201,1164,"001164","Nichelino",NA,0,26843.7099431,"NICHELINO","001164","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001164"
1,1,1,201,201,1118,"001118","Groscavallo",NA,0,47450.1948138,"GROSCAVALLO","001118","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001118"
1,1,1,201,201,1206,"001206","Prascorsano",NA,0,19182.6337172,"PRASCORSANO","001206","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001206"
1,1,1,201,201,1207,"001207","Pratiglione",NA,0,20006.5349263,"PRATIGLIONE","001207","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001207"
1,1,1,201,201,1132,"001132","Lessolo",NA,0,13666.4332208,"LESSOLO","001132","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001132"
1,1,1,201,201,1133,"001133","Levone",NA,0,16372.2732938,"LEVONE","001133","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001133"
1,1,1,201,201,1142,"001142","Macello",NA,0,17412.1517159,"MACELLO","001142","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001142"
1,1,1,201,201,1165,"001165","Noasca",NA,0,39614.5727693,"NOASCA","001165","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001165"
1,1,1,201,201,1166,"001166","Nole",NA,0,24421.2452227,"NOLE","001166","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001166"
1,1,1,201,201,1167,"001167","Nomaglio",NA,0,7952.46919172,"NOMAGLIO","001167","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001167"
1,1,1,201,201,1183,"001183","Pecetto Torinese",NA,0,17837.4789492,"PECETTO TORINESE","001183","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001183"
1,1,1,201,201,1184,"001184","Perosa Argentina",NA,0,25145.5197462,"PEROSA ARGENTINA","001184","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001184"
1,1,1,201,201,1208,"001208","Quagliuzzo",NA,0,7242.63285435,"QUAGLIUZZO","001208","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001208"
1,1,1,201,201,1209,"001209","Quassolo",NA,0,9139.81568777,"QUASSOLO","001209","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001209"
1,1,1,201,201,1210,"001210","Quincinetto",NA,0,24739.4374481,"QUINCINETTO","001210","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001210"
1,1,1,201,201,1211,"001211","Reano",NA,0,12672.6062301,"REANO","001211","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001211"
1,1,1,201,201,1134,"001134","Locana",NA,0,63009.7127893,"LOCANA","001134","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001134"
1,1,1,201,201,1178,"001178","Pancalieri",NA,0,32397.7444969,"PANCALIERI","001178","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001178"
1,1,1,201,201,1179,"001179","Parella",NA,0,9762.57294061,"PARELLA","001179","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001179"
1,1,1,201,201,1185,"001185","Perosa Canavese",NA,0,12034.2952628,"PEROSA CANAVESE","001185","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001185"
1,1,1,201,201,1186,"001186","Perrero",NA,0,39611.7695296,"PERRERO","001186","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001186"
1,1,1,201,201,1212,"001212","Ribordone",NA,0,35046.7700792,"RIBORDONE","001212","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001212"
1,1,1,201,201,1152,"001152","Mezzenile",NA,0,29565.8307052,"MEZZENILE","001152","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001152"
1,1,1,201,201,1153,"001153","Mombello di Torino",NA,0,12332.8997763,"MOMBELLO DI TORINO","001153","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001153"
1,1,1,201,201,1180,"001180","Pavarolo",NA,0,11459.7465894,"PAVAROLO","001180","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001180"
1,1,1,201,201,1181,"001181","Pavone Canavese",NA,0,18011.7587154,"PAVONE CANAVESE","001181","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001181"
1,1,1,201,201,1213,"001213","Rivalba",NA,0,17246.1117387,"RIVALBA","001213","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001213"
1,1,1,201,201,1154,"001154","Mompantero",NA,0,28097.5626029,"MOMPANTERO","001154","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001154"
1,1,1,201,201,1155,"001155","Monastero di Lanzo",NA,0,25434.0212874,"MONASTERO DI LANZO","001155","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001155"
1,1,1,201,201,1097,"001097","Cumiana",NA,0,42051.2256626,"CUMIANA","001097","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001097"
1,1,1,201,201,1191,"001191","Pinerolo",NA,0,61497.1294839,"PINEROLO","001191","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001191"
1,1,1,201,201,1187,"001187","Pertusio",NA,0,11368.8928386,"PERTUSIO","001187","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001187"
1,1,1,201,201,1188,"001188","Pessinetto",NA,0,13264.6858506,"PESSINETTO","001188","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001188"
1,1,1,201,201,1119,"001119","Grosso",NA,0,11648.1774781,"GROSSO","001119","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001119"
1,1,1,201,201,1120,"001120","Grugliasco",NA,0,19544.5560747,"GRUGLIASCO","001120","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001120"
1,1,1,201,201,1160,"001160","Montalto Dora",NA,0,12047.4269324,"MONTALTO DORA","001160","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001160"
1,1,1,201,201,1161,"001161","Montanaro",NA,0,20376.8359223,"MONTANARO","001161","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001161"
1,1,1,201,201,1162,"001162","Monteu da Po",NA,0,13944.4512881,"MONTEU DA PO","001162","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001162"
1,1,1,201,201,1098,"001098","Cuorgnè",NA,0,26905.800325,"CUORGNÈ","001098","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001098"
1,1,1,201,201,1189,"001189","Pianezza",NA,0,22173.899368,"PIANEZZA","001189","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001189"
1,1,1,201,201,1190,"001190","Pinasca",NA,0,26445.9317073,"PINASCA","001190","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001190"
1,1,1,201,201,1121,"001121","Ingria",NA,0,24150.8545518,"INGRIA","001121","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001121"
1,1,1,201,201,1122,"001122","Inverso Pinasca",NA,0,12364.2876267,"INVERSO PINASCA","001122","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001122"
1,1,1,201,201,1123,"001123","Isolabella",NA,0,9894.00373074,"ISOLABELLA","001123","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001123"
1,1,1,201,201,1099,"001099","Druento",NA,0,24950.0314529,"DRUENTO","001099","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001099"
1,1,1,201,201,1100,"001100","Exilles",NA,0,34163.7550285,"EXILLES","001100","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001100"
1,1,1,201,201,1192,"001192","Pino Torinese",NA,0,20910.7816852,"PINO TORINESE","001192","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001192"
1,1,1,201,201,1195,"001195","Piscina",NA,0,18841.6365122,"PISCINA","001195","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001195"
1,1,1,201,201,1124,"001124","Issiglio",NA,0,13986.4556724,"ISSIGLIO","001124","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001124"
1,1,1,201,201,1156,"001156","Moncalieri",NA,0,47528.6686466,"MONCALIERI","001156","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001156"
1,1,1,201,201,1157,"001157","Moncenisio",NA,0,10707.5292683,"MONCENISIO","001157","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001157"
1,1,1,201,201,1158,"001158","Montaldo Torinese",NA,0,11009.8595926,"MONTALDO TORINESE","001158","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001158"
1,1,1,201,201,1159,"001159","Montalenghe",NA,0,15465.8548049,"MONTALENGHE","001159","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001159"
1,1,1,201,201,1101,"001101","Favria",NA,0,18699.0169238,"FAVRIA","001101","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001101"
1,1,1,201,201,1102,"001102","Feletto",NA,0,13092.4052107,"FELETTO","001102","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001102"
1,1,1,201,201,1196,"001196","Piverone",NA,0,18558.1653998,"PIVERONE","001196","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001196"
1,1,1,201,201,1197,"001197","Poirino",NA,0,44859.155533,"POIRINO","001197","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001197"
1,1,1,201,201,1198,"001198","Pomaretto",NA,0,15443.7069522,"POMARETTO","001198","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001198"
1,1,1,201,201,1125,"001125","Ivrea",NA,0,34758.6412333,"IVREA","001125","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001125"
1,1,1,201,201,1126,"001126","La Cassa",NA,0,16859.2977908,"LA CASSA","001126","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001126"
1,1,1,201,201,1145,"001145","Massello",NA,0,29479.2997957,"MASSELLO","001145","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001145"
1,1,1,201,201,1146,"001146","Mathi",NA,0,19340.3015184,"MATHI","001146","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001146"
1,1,1,201,201,1103,"001103","Fenestrelle",NA,0,33141.387609,"FENESTRELLE","001103","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001103"
1,1,1,201,201,1104,"001104","Fiano",NA,0,25773.6853614,"FIANO","001104","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001104"
1,1,1,201,201,1105,"001105","Fiorano Canavese",NA,0,11887.7851151,"FIORANO CANAVESE","001105","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001105"
1,1,1,201,201,1127,"001127","La Loggia",NA,0,22009.8986198,"LA LOGGIA","001127","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001127"
1,1,1,201,201,1128,"001128","Lanzo Torinese",NA,0,16253.2022605,"LANZO TORINESE","001128","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001128"
1,1,1,201,201,1147,"001147","Mattie",NA,0,24549.1404782,"MATTIE","001147","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001147"
1,1,1,201,201,1148,"001148","Mazzè",NA,0,31625.4701879,"MAZZÈ","001148","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001148"
1,1,1,201,201,1109,"001109","Front",NA,0,22523.968327,"FRONT","001109","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001109"
1,1,1,201,201,1199,"001199","Pont Canavese",NA,0,30065.5303393,"PONT CANAVESE","001199","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001199"
1,1,1,201,201,1200,"001200","Porte",NA,0,9857.53399283,"PORTE","001200","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001200"
1,1,1,201,201,1129,"001129","Lauriano",NA,0,19825.2875936,"LAURIANO","001129","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001129"
1,1,1,201,201,1149,"001149","Meana di Susa",NA,0,22597.8439015,"MEANA DI SUSA","001149","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001149"
1,1,1,201,201,1150,"001150","Mercenasco",NA,0,17496.4676614,"MERCENASCO","001150","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001150"
1,3,19,0,19,19009,"019009","Calvatone",NA,0,21453.7202095,"CALVATONE","019009","030","030","Lombardia","Lombardia","ITC4","Nord-Ovest","Lombardia","Lombardia","019009"
1,3,19,0,19,19010,"019010","Camisano",NA,0,17778.4208024,"CAMISANO","019010","030","030","Lombardia","Lombardia","ITC4","Nord-Ovest","Lombardia","Lombardia","019010"
1,3,19,0,19,19011,"019011","Campagnola Cremasca",NA,0,11273.2086273,"CAMPAGNOLA CREMASCA","019011","030","030","Lombardia","Lombardia","ITC4","Nord-Ovest","Lombardia","Lombardia","019011"
2,5,24,0,24,24070,"024070","Mussolente",NA,0,21396.7594779,"MUSSOLENTE","024070","050","050","Veneto","Veneto","ITD3","Nord-Est","Veneto","Veneto","024070"
2,5,24,0,24,24035,"024035","Costabissara",NA,0,19751.3168612,"COSTABISSARA","024035","050","050","Veneto","Veneto","ITD3","Nord-Est","Veneto","Veneto","024035"
2,4,22,0,22,22172,"022172","Segonzano",NA,0,21551.8854376,"SEGONZANO","022172","040","042","Provincia Autonoma di Trento","Trentino-Alto Adige","ITD2","Nord-Est","Trento","Trento","022172"
2,4,22,0,22,22177,"022177","Sover",NA,0,18613.8389872,"SOVER","022177","040","042","Provincia Autonoma di Trento","Trentino-Alto Adige","ITD2","Nord-Est","Trento","Trento","022177"
2,4,22,0,22,22195,"022195","Terzolas",NA,0,15881.3330742,"TERZOLAS","022195","040","042","Provincia Autonoma di Trento","Trentino-Alto Adige","ITD2","Nord-Est","Trento","Trento","022195"
2,4,22,0,22,22202,"022202","Torcegno",NA,0,27084.1321889,"TORCEGNO","022202","040","042","Provincia Autonoma di Trento","Trentino-Alto Adige","ITD2","Nord-Est","Trento","Trento","022202"
2,4,22,0,22,22216,"022216","Vignola-Falesina",NA,0,18513.8678209,"VIGNOLA-FALESINA","022216","040","042","Provincia Autonoma di Trento","Trentino-Alto Adige","ITD2","Nord-Est","Trento","Trento","022216"
2,5,23,0,23,23001,"023001","Affi",NA,0,16409.8113139,"AFFI","023001","050","050","Veneto","Veneto","ITD3","Nord-Est","Veneto","Veneto","023001"
2,5,23,0,23,23002,"023002","Albaredo d'Adige",NA,0,27907.6586845,"ALBAREDO D'ADIGE","023002","050","050","Veneto","Veneto","ITD3","Nord-Est","Veneto","Veneto","023002"
2,5,23,0,23,23003,"023003","Angiari",NA,0,18600.777679,"ANGIARI","023003","050","050","Veneto","Veneto","ITD3","Nord-Est","Veneto","Veneto","023003"
2,5,23,0,23,23004,"023004","Arcole",NA,0,23911.3119445,"ARCOLE","023004","050","050","Veneto","Veneto","ITD3","Nord-Est","Veneto","Veneto","023004"
2,5,24,0,24,24036,"024036","Creazzo",NA,0,17128.5964665,"CREAZZO","024036","050","050","Veneto","Veneto","ITD3","Nord-Est","Veneto","Veneto","024036"
2,5,24,0,24,24037,"024037","Crespadoro",NA,0,34819.4786226,"CRESPADORO","024037","050","050","Veneto","Veneto","ITD3","Nord-Est","Veneto","Veneto","024037"
1,1,1,201,201,1168,"001168","None",NA,0,32854.74849,"NONE","001168","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001168"
1,1,1,201,201,1110,"001110","Frossasco",NA,0,34578.5200938,"FROSSASCO","001110","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001110"
1,1,1,201,201,1111,"001111","Garzigliana",NA,0,11880.6760566,"GARZIGLIANA","001111","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001111"
1,1,6,0,6,6171,"006171","Terruggia",NA,0,17363.048503,"TERRUGGIA","006171","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","006171"
1,1,1,201,201,1201,"001201","Pragelato",NA,0,53930.2809853,"PRAGELATO","001201","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001201"
1,1,1,201,201,1131,"001131","Lemie",NA,0,32317.9359858,"LEMIE","001131","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001131"
1,1,1,201,201,1175,"001175","Oulx",NA,0,64581.3176076,"OULX","001175","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001175"
1,1,1,201,201,1112,"001112","Gassino Torinese",NA,0,28598.6088793,"GASSINO TORINESE","001112","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001112"
1,1,1,201,201,1202,"001202","Prali",NA,0,44321.6309657,"PRALI","001202","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001202"
1,1,1,201,201,1135,"001135","Lombardore",NA,0,20017.3613485,"LOMBARDORE","001135","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001135"
1,1,1,201,201,1113,"001113","Germagnano",NA,0,18578.4793001,"GERMAGNANO","001113","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001113"
1,1,1,201,201,1114,"001114","Giaglione",NA,0,31302.8571254,"GIAGLIONE","001114","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001114"
1,1,1,201,201,1106,"001106","Foglizzo",NA,0,18315.5031854,"FOGLIZZO","001106","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001106"
1,1,1,201,201,1193,"001193","Piobesi Torinese",NA,0,24357.7568885,"PIOBESI TORINESE","001193","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001193"
1,1,1,201,201,1143,"001143","Maglione",NA,0,12300.3223573,"MAGLIONE","001143","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001143"
1,1,1,201,201,1144,"001144","Marentino",NA,0,19545.2280445,"MARENTINO","001144","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001144"
1,1,1,201,201,1169,"001169","Novalesa",NA,0,24774.6503028,"NOVALESA","001169","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001169"
1,1,1,201,201,1170,"001170","Oglianico",NA,0,17006.830865,"OGLIANICO","001170","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001170"
1,1,1,201,201,1107,"001107","Forno Canavese",NA,0,22248.5476937,"FORNO CANAVESE","001107","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001107"
1,1,1,201,201,1115,"001115","Giaveno",NA,0,49453.7032469,"GIAVENO","001115","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001115"
1,1,1,201,201,1194,"001194","Piossasco",NA,0,32057.3939053,"PIOSSASCO","001194","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001194"
1,1,1,201,201,1136,"001136","Lombriasco",NA,0,24720.130675,"LOMBRIASCO","001136","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001136"
1,1,1,201,201,1137,"001137","Loranzè",NA,0,10652.9917812,"LORANZÈ","001137","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001137"
1,1,1,201,201,1171,"001171","Orbassano",NA,0,37410.2665548,"ORBASSANO","001171","010","010","Piemonte","Piemonte","ITC1","Nord-Ovest","Piemonte","Piemonte","001171"
